Time,North,East,South,West
83,red,blue,red,blue
84,red,blue,red,blue
85,red,blue,red,blue
86,red,blue,red,blue
87,red,blue,red,blue
88,red,blue,red,blue
89,red,blue,red,blue
90,red,blue,red,blue
91,red,blue,red,blue
92,red,blue,red,blue
93,red,blue,red,blue
94,red,blue,red,blue
95,red,blue,red,blue
96,red,blue,red,blue
97,red,blue,red,blue
98,red,blue,red,blue
99,red,blue,red,blue
100,red,blue,red,blue
101,red,blue,red,blue
102,red,blue,red,blue
103,red,blue,red,blue
104,red,blue,red,blue
105,red,blue,red,blue
106,red,blue,red,blue
107,red,blue,red,blue
108,red,blue,red,blue
109,red,yellow,red,yellow
110,red,yellow,red,yellow
111,red,yellow,red,yellow
112,red,red,red,red
113,red,red,red,red
114,red,red,red,red
115,red,red,red,red
116,red,red,red,red
117,red,red,red,red
118,red,red,red,red
119,red,red,red,red
120,blue,red,blue,red
121,blue,red,blue,red
122,blue,red,blue,red
123,blue,red,blue,red
124,blue,red,blue,red
125,blue,red,blue,red
126,blue,red,blue,red
127,blue,red,blue,red
128,blue,red,blue,red
129,blue,red,blue,red
130,blue,red,blue,red
131,blue,red,blue,red
132,blue,red,blue,red
133,blue,red,blue,red
134,blue,red,blue,red
135,blue,red,blue,red
136,blue,red,blue,red
137,blue,red,blue,red
138,blue,red,blue,red
139,blue,red,blue,red
140,blue,red,blue,red
141,blue,red,blue,red
142,blue,red,blue,red
143,blue,red,blue,red
144,blue,red,blue,red
145,blue,red,blue,red
146,blue,red,blue,red
147,blue,red,blue,red
148,blue,red,blue,red
149,blue,red,blue,red
150,blue,red,blue,red
151,blue,red,blue,red
152,blue,red,blue,red
153,blue,red,blue,red
154,blue,red,blue,red
155,blue,red,blue,red
156,blue,red,blue,red
157,blue,red,blue,red
158,blue,red,blue,red
159,blue,red,blue,red
160,blue,red,blue,red
161,blue,red,blue,red
162,blue,red,blue,red
163,blue,red,blue,red
164,blue,red,blue,red
165,blue,red,blue,red
166,blue,red,blue,red
167,blue,red,blue,red
168,blue,red,blue,red
169,blue,red,blue,red
170,blue,red,blue,red
171,blue,red,blue,red
172,blue,red,blue,red
173,blue,red,blue,red
174,blue,red,blue,red
175,blue,red,blue,red
176,blue,red,blue,red
177,blue,red,blue,red
178,blue,red,blue,red
179,blue,red,blue,red
180,blue,red,blue,red
181,blue,red,blue,red
182,blue,red,blue,red
183,blue,red,blue,red
184,blue,red,blue,red
185,yellow,red,yellow,red
186,yellow,red,yellow,red
187,yellow,red,yellow,red
188,red,red,red,red
189,red,red,red,red
190,red,red,red,red
191,red,blue,red,blue
192,red,blue,red,blue
193,red,blue,red,blue
194,red,blue,red,blue
195,red,blue,red,blue
196,red,blue,red,blue
197,red,blue,red,blue
198,red,blue,red,blue
199,red,blue,red,blue
200,red,blue,red,blue
201,red,blue,red,blue
202,red,blue,red,blue
203,red,blue,red,blue
204,red,blue,red,blue
205,red,blue,red,blue
206,red,blue,red,blue
207,red,blue,red,blue
208,red,blue,red,blue
209,red,blue,red,blue
210,red,blue,red,blue
211,red,blue,red,blue
212,red,blue,red,blue
213,red,blue,red,blue
214,red,blue,red,blue
215,red,blue,red,blue
216,red,blue,red,blue
217,red,blue,red,blue
218,red,blue,red,blue
219,red,blue,red,blue
220,red,blue,red,blue
221,red,blue,red,blue
222,red,blue,red,blue
223,red,blue,red,blue
224,red,blue,red,blue
225,red,blue,red,blue
226,red,blue,red,blue
227,red,blue,red,blue
228,red,blue,red,blue
229,red,yellow,red,yellow
230,red,yellow,red,yellow
231,red,yellow,red,yellow
232,red,red,red,red
233,red,red,red,red
234,red,red,red,red
235,red,red,red,red
236,red,red,red,red
237,red,red,red,red
238,red,red,red,red
239,red,red,red,red
240,blue,red,blue,red
241,blue,red,blue,red
242,blue,red,blue,red
243,blue,red,blue,red
244,blue,red,blue,red
245,blue,red,blue,red
246,blue,red,blue,red
247,blue,red,blue,red
248,blue,red,blue,red
249,blue,red,blue,red
250,blue,red,blue,red
251,blue,red,blue,red
252,blue,red,blue,red
253,blue,red,blue,red
254,blue,red,blue,red
255,blue,red,blue,red
256,blue,red,blue,red
257,blue,red,blue,red
258,blue,red,blue,red
259,blue,red,blue,red
260,blue,red,blue,red
261,blue,red,blue,red
262,blue,red,blue,red
263,blue,red,blue,red
264,blue,red,blue,red
265,blue,red,blue,red
266,blue,red,blue,red
267,blue,red,blue,red
268,blue,red,blue,red
269,blue,red,blue,red
270,blue,red,blue,red
271,blue,red,blue,red
272,blue,red,blue,red
273,blue,red,blue,red
274,blue,red,blue,red
275,blue,red,blue,red
276,blue,red,blue,red
277,blue,red,blue,red
278,blue,red,blue,red
279,blue,red,blue,red
280,blue,red,blue,red
281,blue,red,blue,red
282,blue,red,blue,red
283,blue,red,blue,red
284,blue,red,blue,red
285,blue,red,blue,red
286,blue,red,blue,red
287,blue,red,blue,red
288,blue,red,blue,red
289,blue,red,blue,red
290,blue,red,blue,red
291,blue,red,blue,red
292,blue,red,blue,red
293,blue,red,blue,red
294,blue,red,blue,red
295,blue,red,blue,red
296,blue,red,blue,red
297,blue,red,blue,red
298,blue,red,blue,red
299,blue,red,blue,red
300,blue,red,blue,red
301,blue,red,blue,red
302,blue,red,blue,red
303,blue,red,blue,red
304,blue,red,blue,red
305,yellow,red,yellow,red
306,yellow,red,yellow,red
307,yellow,red,yellow,red
308,red,red,red,red
309,red,red,red,red
310,red,red,red,red
311,red,blue,red,blue
312,red,blue,red,blue
313,red,blue,red,blue
314,red,blue,red,blue
315,red,blue,red,blue
316,red,blue,red,blue
317,red,blue,red,blue
318,red,blue,red,blue
319,red,blue,red,blue
320,red,blue,red,blue
321,red,blue,red,blue
322,red,blue,red,blue
323,red,blue,red,blue
324,red,blue,red,blue
