Time,North,East,South,West
1,red,blue,red,blue
2,red,blue,red,blue
3,red,blue,red,blue
4,red,blue,red,blue
5,red,blue,red,blue
6,red,blue,red,blue
7,red,blue,red,blue
8,red,blue,red,blue
9,red,blue,red,blue
10,red,blue,red,blue
11,red,blue,red,blue
12,red,blue,red,blue
13,red,blue,red,blue
14,red,blue,red,blue
15,red,blue,red,blue
16,red,blue,red,blue
17,red,blue,red,blue
18,red,blue,red,blue
19,red,blue,red,blue
20,red,blue,red,blue
21,red,blue,red,blue
22,red,blue,red,blue
23,red,blue,red,blue
24,red,blue,red,blue
25,red,blue,red,blue
26,red,blue,red,blue
27,red,blue,red,blue
28,red,blue,red,blue
29,red,blue,red,blue
30,red,blue,red,blue
31,red,blue,red,blue
32,red,blue,red,blue
33,red,blue,red,blue
34,red,blue,red,blue
35,red,blue,red,blue
36,red,blue,red,blue
37,red,blue,red,blue
38,red,blue,red,blue
39,red,blue,red,blue
40,red,blue,red,blue
41,red,blue,red,blue
42,red,blue,red,blue
43,red,blue,red,blue
44,red,blue,red,blue
45,red,blue,red,blue
46,red,blue,red,blue
47,red,blue,red,blue
48,red,blue,red,blue
49,red,blue,red,blue
50,red,blue,red,blue
51,red,blue,red,blue
52,red,blue,red,blue
53,red,blue,red,blue
54,red,blue,red,blue
55,red,blue,red,blue
56,red,blue,red,blue
57,red,blue,red,blue
58,red,blue,red,blue
59,red,blue,red,blue
60,red,blue,red,blue
61,red,blue,red,blue
62,red,blue,red,blue
63,red,blue,red,blue
64,red,blue,red,blue
65,red,yellow,red,yellow
66,red,yellow,red,yellow
67,red,yellow,red,yellow
68,red,red,red,red
69,red,red,red,red
70,red,red,red,red
71,red,red,red,red
72,blue,red,blue,red
73,blue,red,blue,red
74,blue,red,blue,red
75,blue,red,blue,red
76,blue,red,blue,red
77,blue,red,blue,red
78,blue,red,blue,red
79,blue,red,blue,red
80,blue,red,blue,red
81,blue,red,blue,red
82,blue,red,blue,red
83,blue,red,blue,red
84,blue,red,blue,red
85,blue,red,blue,red
86,blue,red,blue,red
87,blue,red,blue,red
88,blue,red,blue,red
89,blue,red,blue,red
90,blue,red,blue,red
91,blue,red,blue,red
92,blue,red,blue,red
93,blue,red,blue,red
94,blue,red,blue,red
95,blue,red,blue,red
96,blue,red,blue,red
97,blue,red,blue,red
98,blue,red,blue,red
99,blue,red,blue,red
100,blue,red,blue,red
101,blue,red,blue,red
102,blue,red,blue,red
103,blue,red,blue,red
104,blue,red,blue,red
105,blue,red,blue,red
106,blue,red,blue,red
107,blue,red,blue,red
108,blue,red,blue,red
109,blue,red,blue,red
110,blue,red,blue,red
111,blue,red,blue,red
112,blue,red,blue,red
113,yellow,red,yellow,red
114,yellow,red,yellow,red
115,yellow,red,yellow,red
116,red,red,red,red
117,red,red,red,red
118,red,red,red,red
119,red,red,red,red
120,red,blue,red,blue
121,red,blue,red,blue
122,red,blue,red,blue
123,red,blue,red,blue
124,red,blue,red,blue
125,red,blue,red,blue
126,red,blue,red,blue
127,red,blue,red,blue
128,red,blue,red,blue
129,red,blue,red,blue
130,red,blue,red,blue
131,red,blue,red,blue
132,red,blue,red,blue
133,red,blue,red,blue
134,red,blue,red,blue
135,red,blue,red,blue
136,red,blue,red,blue
137,red,blue,red,blue
138,red,blue,red,blue
139,red,blue,red,blue
140,red,blue,red,blue
141,red,blue,red,blue
142,red,blue,red,blue
143,red,blue,red,blue
144,red,blue,red,blue
145,red,blue,red,blue
146,red,blue,red,blue
147,red,blue,red,blue
148,red,blue,red,blue
149,red,blue,red,blue
150,red,blue,red,blue
151,red,blue,red,blue
152,red,blue,red,blue
153,red,blue,red,blue
154,red,blue,red,blue
155,red,blue,red,blue
156,red,blue,red,blue
157,red,blue,red,blue
158,red,blue,red,blue
159,red,blue,red,blue
160,red,blue,red,blue
161,red,blue,red,blue
162,red,blue,red,blue
163,red,blue,red,blue
164,red,blue,red,blue
165,red,blue,red,blue
166,red,blue,red,blue
167,red,blue,red,blue
168,red,blue,red,blue
169,red,blue,red,blue
170,red,blue,red,blue
171,red,blue,red,blue
172,red,blue,red,blue
173,red,blue,red,blue
174,red,blue,red,blue
175,red,blue,red,blue
176,red,blue,red,blue
177,red,blue,red,blue
178,red,blue,red,blue
179,red,blue,red,blue
180,red,blue,red,blue
181,red,blue,red,blue
182,red,blue,red,blue
183,red,blue,red,blue
184,red,blue,red,blue
185,red,yellow,red,yellow
186,red,yellow,red,yellow
187,red,yellow,red,yellow
188,red,red,red,red
189,red,red,red,red
190,red,red,red,red
191,red,red,red,red
192,blue,red,blue,red
193,blue,red,blue,red
194,blue,red,blue,red
195,blue,red,blue,red
196,blue,red,blue,red
197,blue,red,blue,red
198,blue,red,blue,red
199,blue,red,blue,red
200,blue,red,blue,red
201,blue,red,blue,red
202,blue,red,blue,red
203,blue,red,blue,red
204,blue,red,blue,red
205,blue,red,blue,red
206,blue,red,blue,red
207,blue,red,blue,red
208,blue,red,blue,red
209,blue,red,blue,red
210,blue,red,blue,red
211,blue,red,blue,red
212,blue,red,blue,red
213,blue,red,blue,red
214,blue,red,blue,red
215,blue,red,blue,red
216,blue,red,blue,red
217,blue,red,blue,red
218,blue,red,blue,red
219,blue,red,blue,red
220,blue,red,blue,red
221,blue,red,blue,red
222,blue,red,blue,red
223,blue,red,blue,red
224,blue,red,blue,red
225,blue,red,blue,red
226,blue,red,blue,red
227,blue,red,blue,red
228,blue,red,blue,red
229,blue,red,blue,red
230,blue,red,blue,red
231,blue,red,blue,red
232,blue,red,blue,red
233,yellow,red,yellow,red
234,yellow,red,yellow,red
235,yellow,red,yellow,red
236,red,red,red,red
237,red,red,red,red
238,red,red,red,red
239,red,red,red,red
240,red,blue,red,blue
241,red,blue,red,blue
242,red,blue,red,blue
243,red,blue,red,blue
244,red,blue,red,blue
245,red,blue,red,blue
246,red,blue,red,blue
247,red,blue,red,blue
248,red,blue,red,blue
249,red,blue,red,blue
250,red,blue,red,blue
251,red,blue,red,blue
252,red,blue,red,blue
253,red,blue,red,blue
254,red,blue,red,blue
255,red,blue,red,blue
256,red,blue,red,blue
257,red,blue,red,blue
258,red,blue,red,blue
259,red,blue,red,blue
260,red,blue,red,blue
261,red,blue,red,blue
262,red,blue,red,blue
263,red,blue,red,blue
264,red,blue,red,blue
265,red,blue,red,blue
266,red,blue,red,blue
267,red,blue,red,blue
268,red,blue,red,blue
269,red,blue,red,blue
270,red,blue,red,blue
271,red,blue,red,blue
272,red,blue,red,blue
273,red,blue,red,blue
274,red,blue,red,blue
275,red,blue,red,blue
276,red,blue,red,blue
277,red,blue,red,blue
278,red,blue,red,blue
279,red,blue,red,blue
280,red,blue,red,blue
281,red,blue,red,blue
282,red,blue,red,blue
283,red,blue,red,blue
284,red,blue,red,blue
285,red,blue,red,blue
286,red,blue,red,blue
287,red,blue,red,blue
288,red,blue,red,blue
289,red,blue,red,blue
290,red,blue,red,blue
291,red,blue,red,blue
292,red,blue,red,blue
293,red,blue,red,blue
294,red,blue,red,blue
295,red,blue,red,blue
296,red,blue,red,blue
297,red,blue,red,blue
298,red,blue,red,blue
299,red,blue,red,blue
300,red,blue,red,blue
301,red,blue,red,blue
302,red,blue,red,blue
303,red,blue,red,blue
304,red,blue,red,blue
305,red,yellow,red,yellow
306,red,yellow,red,yellow
307,red,yellow,red,yellow
308,red,red,red,red
309,red,red,red,red
310,red,red,red,red
311,red,red,red,red
312,blue,red,blue,red
313,blue,red,blue,red
314,blue,red,blue,red
315,blue,red,blue,red
316,blue,red,blue,red
317,blue,red,blue,red
318,blue,red,blue,red
319,blue,red,blue,red
320,blue,red,blue,red
321,blue,red,blue,red
322,blue,red,blue,red
323,blue,red,blue,red
324,blue,red,blue,red
325,blue,red,blue,red
326,blue,red,blue,red
327,blue,red,blue,red
328,blue,red,blue,red
329,blue,red,blue,red
330,blue,red,blue,red
331,blue,red,blue,red
332,blue,red,blue,red
333,blue,red,blue,red
334,blue,red,blue,red
335,blue,red,blue,red
336,blue,red,blue,red
337,blue,red,blue,red
338,blue,red,blue,red
339,blue,red,blue,red
340,blue,red,blue,red
341,blue,red,blue,red
342,blue,red,blue,red
343,blue,red,blue,red
344,blue,red,blue,red
345,blue,red,blue,red
346,blue,red,blue,red
347,blue,red,blue,red
348,blue,red,blue,red
349,blue,red,blue,red
350,blue,red,blue,red
351,blue,red,blue,red
352,blue,red,blue,red
353,yellow,red,yellow,red
354,yellow,red,yellow,red
355,yellow,red,yellow,red
356,red,red,red,red
357,red,red,red,red
358,red,red,red,red
359,red,red,red,red
360,red,blue,red,blue
361,red,blue,red,blue
362,red,blue,red,blue
363,red,blue,red,blue
364,red,blue,red,blue
365,red,blue,red,blue
366,red,blue,red,blue
367,red,blue,red,blue
368,red,blue,red,blue
369,red,blue,red,blue
370,red,blue,red,blue
371,red,blue,red,blue
372,red,blue,red,blue
373,red,blue,red,blue
374,red,blue,red,blue
375,red,blue,red,blue
376,red,blue,red,blue
377,red,blue,red,blue
378,red,blue,red,blue
379,red,blue,red,blue
380,red,blue,red,blue
381,red,blue,red,blue
382,red,blue,red,blue
383,red,blue,red,blue
384,red,blue,red,blue
385,red,blue,red,blue
386,red,blue,red,blue
387,red,blue,red,blue
388,red,blue,red,blue
389,red,blue,red,blue
390,red,blue,red,blue
391,red,blue,red,blue
392,red,blue,red,blue
393,red,blue,red,blue
394,red,blue,red,blue
395,red,blue,red,blue
396,red,blue,red,blue
397,red,blue,red,blue
398,red,blue,red,blue
399,red,blue,red,blue
400,red,blue,red,blue
401,red,blue,red,blue
402,red,blue,red,blue
403,red,blue,red,blue
404,red,blue,red,blue
405,red,blue,red,blue
406,red,blue,red,blue
407,red,blue,red,blue
408,red,blue,red,blue
409,red,blue,red,blue
410,red,blue,red,blue
411,red,blue,red,blue
412,red,blue,red,blue
413,red,blue,red,blue
414,red,blue,red,blue
415,red,blue,red,blue
416,red,blue,red,blue
417,red,blue,red,blue
418,red,blue,red,blue
419,red,blue,red,blue
420,red,blue,red,blue
421,red,blue,red,blue
422,red,blue,red,blue
423,red,blue,red,blue
424,red,blue,red,blue
425,red,yellow,red,yellow
426,red,yellow,red,yellow
427,red,yellow,red,yellow
428,red,red,red,red
429,red,red,red,red
430,red,red,red,red
431,red,red,red,red
432,blue,red,blue,red
