Time,Mean,Mean+SD,Mean-SD,SD
1,0.005143,0.005143,0.005143,0.000000
2,0.005159,0.005159,0.005159,0.000000
3,0.005178,0.005178,0.005178,0.000000
4,0.005196,0.005196,0.005196,0.000000
5,0.005215,0.005215,0.005215,0.000000
6,0.005234,0.005234,0.005234,0.000000
7,0.005252,0.005252,0.005252,0.000000
8,0.005269,0.005269,0.005269,0.000000
9,0.005287,0.005287,0.005286,0.000000
10,0.005303,0.005304,0.005303,0.000000
11,0.005321,0.005321,0.005321,0.000000
12,0.005337,0.005338,0.005337,0.000000
13,0.005354,0.005355,0.005354,0.000000
14,0.005372,0.005372,0.005372,0.000000
15,0.005386,0.005386,0.005385,0.000000
16,0.005401,0.005401,0.005400,0.000000
17,0.005415,0.005416,0.005415,0.000000
18,0.005429,0.005430,0.005429,0.000000
19,0.005443,0.005443,0.005442,0.000000
20,0.005456,0.005457,0.005456,0.000000
21,0.005462,0.005462,0.005461,0.000001
22,0.005467,0.005467,0.005466,0.000001
23,0.005471,0.005472,0.005471,0.000001
24,0.005475,0.005476,0.005475,0.000001
25,0.005479,0.005479,0.005478,0.000001
26,0.005482,0.005483,0.005481,0.000001
27,0.005485,0.005485,0.005484,0.000001
28,0.005487,0.005488,0.005486,0.000001
29,0.005489,0.005490,0.005489,0.000001
30,0.005491,0.005492,0.005491,0.000001
31,0.005493,0.005494,0.005493,0.000001
32,0.005495,0.005495,0.005494,0.000001
33,0.005496,0.005497,0.005496,0.000001
34,0.005497,0.005498,0.005497,0.000001
35,0.005498,0.005499,0.005498,0.000001
36,0.005499,0.005500,0.005499,0.000001
37,0.005500,0.005501,0.005499,0.000001
38,0.005501,0.005502,0.005500,0.000001
39,0.005502,0.005502,0.005501,0.000001
40,0.005502,0.005503,0.005502,0.000001
41,0.005503,0.005504,0.005502,0.000001
42,0.005504,0.005505,0.005503,0.000001
43,0.005504,0.005505,0.005503,0.000001
44,0.005525,0.005526,0.005524,0.000001
45,0.005546,0.005547,0.005546,0.000001
46,0.005568,0.005569,0.005567,0.000001
