Time,Mean,Mean+SD,Mean-SD,SD
1,0.005143,0.005143,0.005143,0.000000
2,0.005169,0.005169,0.005169,0.000000
3,0.005196,0.005196,0.005196,0.000000
4,0.005223,0.005223,0.005223,0.000000
5,0.005251,0.005251,0.005251,0.000000
6,0.005277,0.005277,0.005277,0.000000
7,0.005305,0.005306,0.005305,0.000000
8,0.005334,0.005335,0.005334,0.000000
9,0.005361,0.005361,0.005361,0.000000
10,0.005389,0.005390,0.005389,0.000000
11,0.005418,0.005419,0.005418,0.000000
12,0.005447,0.005447,0.005446,0.000000
13,0.005476,0.005477,0.005476,0.000001
14,0.005505,0.005506,0.005505,0.000001
15,0.005535,0.005535,0.005534,0.000001
16,0.005565,0.005566,0.005564,0.000001
17,0.005595,0.005596,0.005594,0.000001
18,0.005625,0.005626,0.005624,0.000001
19,0.005656,0.005657,0.005655,0.000001
20,0.005688,0.005689,0.005687,0.000001
21,0.005720,0.005721,0.005719,0.000001
22,0.005753,0.005754,0.005752,0.000001
23,0.005787,0.005788,0.005786,0.000001
24,0.005821,0.005822,0.005820,0.000001
25,0.005856,0.005858,0.005855,0.000001
26,0.005893,0.005894,0.005891,0.000001
27,0.005930,0.005931,0.005928,0.000002
28,0.005968,0.005969,0.005966,0.000002
29,0.006006,0.006008,0.006005,0.000002
30,0.006046,0.006048,0.006045,0.000002
31,0.006087,0.006089,0.006086,0.000002
32,0.006129,0.006131,0.006127,0.000002
33,0.006172,0.006174,0.006170,0.000002
34,0.006216,0.006218,0.006215,0.000002
35,0.006262,0.006264,0.006260,0.000002
36,0.006308,0.006310,0.006306,0.000002
37,0.006356,0.006358,0.006354,0.000002
38,0.006406,0.006408,0.006403,0.000002
39,0.006456,0.006458,0.006454,0.000002
40,0.006508,0.006510,0.006506,0.000002
41,0.006562,0.006564,0.006560,0.000002
42,0.006617,0.006619,0.006615,0.000002
43,0.006674,0.006676,0.006672,0.000002
44,0.006733,0.006735,0.006730,0.000002
45,0.006793,0.006795,0.006790,0.000002
46,0.006855,0.006858,0.006853,0.000003
47,0.006920,0.006922,0.006917,0.000003
48,0.006986,0.006989,0.006983,0.000003
49,0.007055,0.007057,0.007052,0.000003
50,0.007126,0.007128,0.007123,0.000003
51,0.007199,0.007202,0.007196,0.000003
52,0.007042,0.007045,0.007039,0.000003
53,0.006896,0.006899,0.006893,0.000003
54,0.006760,0.006763,0.006758,0.000002
55,0.006633,0.006635,0.006631,0.000002
56,0.006513,0.006515,0.006511,0.000002
57,0.006401,0.006404,0.006399,0.000002
