Time,FF,CC,CF,FC1,FC2
1,1.000000,0.000000,0.000000,0.000000,0.000000
2,1.000000,0.000000,0.000000,0.000000,0.000000
3,1.000000,0.000000,0.000000,0.000000,0.000000
4,1.000000,0.000000,0.000000,0.000000,0.000000
5,1.000000,0.000000,0.000000,0.000000,0.000000
6,1.000000,0.000000,0.000000,0.000000,0.000000
7,1.000000,0.000000,0.000000,0.000000,0.000000
8,1.000000,0.000000,0.000000,0.000000,0.000000
9,1.000000,0.000000,0.000000,0.000000,0.000000
10,1.000000,0.000000,0.000000,0.000000,0.000000
11,1.000000,0.000000,0.000000,0.000000,0.000000
12,1.000000,0.000000,0.000000,0.000000,0.000000
13,1.000000,0.000000,0.000000,0.000000,0.000000
14,1.000000,0.000000,0.000000,0.000000,0.000000
15,1.000000,0.000000,0.000000,0.000000,0.000000
16,1.000000,0.000000,0.000000,0.000000,0.000000
17,1.000000,0.000000,0.000000,0.000000,0.000000
18,1.000000,0.000000,0.000000,0.000000,0.000000
19,1.000000,0.000000,0.000000,0.000000,0.000000
20,1.000000,0.000000,0.000000,0.000000,0.000000
21,1.000000,0.000000,0.000000,0.000000,0.000000
22,1.000000,0.000000,0.000000,0.000000,0.000000
23,1.000000,0.000000,0.000000,0.000000,0.000000
24,1.000000,0.000000,0.000000,0.000000,0.000000
25,1.000000,0.000000,0.000000,0.000000,0.000000
26,1.000000,0.000000,0.000000,0.000000,0.000000
27,1.000000,0.000000,0.000000,0.000000,0.000000
28,1.000000,0.000000,0.000000,0.000000,0.000000
29,1.000000,0.000000,0.000000,0.000000,0.000000
30,1.000000,0.000000,0.000000,0.000000,0.000000
31,1.000000,0.000000,0.000000,0.000000,0.000000
32,1.000000,0.000000,0.000000,0.000000,0.000000
33,1.000000,0.000000,0.000000,0.000000,0.000000
34,1.000000,0.000000,0.000000,0.000000,0.000000
35,1.000000,0.000000,0.000000,0.000000,0.000000
36,1.000000,0.000000,0.000000,0.000000,0.000000
37,1.000000,0.000000,0.000000,0.000000,0.000000
38,1.000000,0.000000,0.000000,0.000000,0.000000
39,1.000000,0.000000,0.000000,0.000000,0.000000
40,1.000000,0.000000,0.000000,0.000000,0.000000
41,1.000000,0.000000,0.000000,0.000000,0.000000
42,1.000000,0.000000,0.000000,0.000000,0.000000
43,1.000000,0.000000,0.000000,0.000000,0.000000
44,1.000000,0.000000,0.000000,0.000000,0.000000
45,1.000000,0.000000,0.000000,0.000000,0.000000
46,1.000000,0.000000,0.000000,0.000000,0.000000
47,1.000000,0.000000,0.000000,0.000000,0.000000
48,1.000000,0.000000,0.000000,0.000000,0.000000
49,1.000000,0.000000,0.000000,0.000000,0.000000
50,1.000000,0.000000,0.000000,0.000000,0.000000
51,1.000000,0.000000,0.000000,0.000000,0.000000
52,1.000000,0.000000,0.000000,0.000000,0.000000
53,1.000000,0.000000,0.000000,0.000000,0.000000
54,1.000000,0.000000,0.000000,0.000000,0.000000
55,1.000000,0.000000,0.000000,0.000000,0.000000
56,1.000000,0.000000,0.000000,0.000000,0.000000
57,0.999000,0.000000,0.000000,0.001000,0.000000
58,0.999000,0.000000,0.000000,0.001000,0.000000
59,0.999000,0.000000,0.000000,0.001000,0.000000
60,0.998000,0.000000,0.000000,0.002000,0.000000
61,0.993000,0.000000,0.000000,0.007000,0.000000
62,0.988000,0.000000,0.000000,0.012000,0.000000
63,0.973000,0.000000,0.000000,0.027000,0.000000
64,0.961000,0.000000,0.000000,0.039000,0.000000
65,0.941000,0.000000,0.000000,0.059000,0.000000
66,0.905000,0.000000,0.000000,0.095000,0.000000
67,0.840000,0.000000,0.000000,0.160000,0.000000
68,0.783000,0.000000,0.000000,0.217000,0.000000
69,0.714000,0.000000,0.000000,0.286000,0.000000
